learner_id,concept_id,concept_name,difficulty,days_since_last_review,quiz_accuracy,response_time,attempt_count,retention_label
L033,data_structures,Data Structures,0.4,6.0,0.327,14.26,1,0.215
L014,ml_fundamentals,ML Fundamentals,0.5,13.0,0.106,10.39,1,0.145
L015,computer_architecture,Computer Architecture,0.5,17.0,0.068,12.48,3,0.041
L030,discrete_mathematics,Discrete Mathematics,0.55,3.0,0.588,15.68,3,0.569
L003,computer_architecture,Computer Architecture,0.5,20.0,0.0,16.03,5,0.0
L006,data_structures,Data Structures,0.4,16.0,0.0,20.0,4,0.019
L031,ml_fundamentals,ML Fundamentals,0.5,18.0,0.053,18.64,1,0.062
L035,oop_concepts,OOP Concepts,0.35,4.0,0.606,14.96,2,0.572
L030,algorithm_design,Algorithm Design,0.5,10.0,0.099,14.89,2,0.194
L025,algorithm_design,Algorithm Design,0.5,10.0,0.35,15.39,5,0.144
L020,computer_architecture,Computer Architecture,0.5,3.0,0.544,16.0,1,0.492
L013,probability_and_statistics,Probability & Statistics,0.65,3.0,0.444,26.72,5,0.376
L011,data_structures,Data Structures,0.4,3.0,0.55,12.94,5,0.537
L003,probability_and_statistics,Probability & Statistics,0.65,8.0,0.088,16.8,5,0.057
L005,probability_and_statistics,Probability & Statistics,0.65,10.0,0.023,13.81,3,0.163
L011,oop_concepts,OOP Concepts,0.35,20.0,0.0,25.35,1,0.026
L014,ml_fundamentals,ML Fundamentals,0.5,15.0,0.0,13.8,3,0.04
L035,ml_fundamentals,ML Fundamentals,0.5,13.0,0.067,17.41,1,0.203
L024,probability_and_statistics,Probability & Statistics,0.65,17.0,0.001,8.94,5,0.0
L035,ml_fundamentals,ML Fundamentals,0.5,19.0,0.003,17.9,3,0.027
L022,ml_fundamentals,ML Fundamentals,0.5,4.0,0.465,14.28,1,0.453
L010,computer_networks,Computer Networks,0.55,21.0,0.053,15.66,4,0.058
L012,algorithm_design,Algorithm Design,0.5,20.0,0.0,17.44,4,0.051
L022,computer_architecture,Computer Architecture,0.5,0.0,1.0,11.53,1,1.0
L002,algorithm_design,Algorithm Design,0.5,18.0,0.0,15.37,5,0.018
L024,discrete_mathematics,Discrete Mathematics,0.55,0.0,1.0,15.9,1,1.0
L031,probability_and_statistics,Probability & Statistics,0.65,0.0,1.0,10.75,1,0.954
L028,operating_systems,Operating Systems,0.6,15.0,0.0,11.99,4,0.084
L007,neural_networks,Neural Networks,0.6,4.0,0.13,17.57,2,0.1
L025,data_structures,Data Structures,0.4,21.0,0.022,10.25,4,0.063
L010,oop_concepts,OOP Concepts,0.35,2.0,0.792,15.43,2,0.827
L026,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.0,15.85,1,0.024
L006,ml_fundamentals,ML Fundamentals,0.5,2.0,0.669,7.61,4,0.726
L039,data_structures,Data Structures,0.4,16.0,0.0,14.91,1,0.03
L005,dbms_normalization,DBMS Normalization,0.7,9.0,0.023,21.14,3,0.077
L013,operating_systems,Operating Systems,0.6,2.0,0.827,18.39,4,0.693
L027,data_structures,Data Structures,0.4,15.0,0.067,19.21,1,0.159
L001,data_structures,Data Structures,0.4,15.0,0.167,12.37,5,0.167
L022,discrete_mathematics,Discrete Mathematics,0.55,10.0,0.0,16.78,3,0.098
L002,algorithm_design,Algorithm Design,0.5,8.0,0.317,18.31,1,0.363
L004,discrete_mathematics,Discrete Mathematics,0.55,20.0,0.052,14.15,4,0.131
L014,algorithm_design,Algorithm Design,0.5,9.0,0.196,19.56,2,0.076
L002,operating_systems,Operating Systems,0.6,4.0,0.149,16.28,4,0.024
L004,dbms_normalization,DBMS Normalization,0.7,12.0,0.033,14.23,1,0.165
L011,data_structures,Data Structures,0.4,2.0,0.744,20.32,1,0.656
L023,data_structures,Data Structures,0.4,4.0,0.508,13.69,5,0.639
L016,algorithm_design,Algorithm Design,0.5,4.0,0.516,14.85,4,0.441
L009,dbms_normalization,DBMS Normalization,0.7,16.0,0.132,21.04,2,0.085
L037,computer_architecture,Computer Architecture,0.5,4.0,0.536,25.13,3,0.473
L040,algorithm_design,Algorithm Design,0.5,18.0,0.0,10.6,5,0.005
L034,operating_systems,Operating Systems,0.6,20.0,0.0,17.62,4,0.006
L011,software_engineering,Software Engineering,0.4,19.0,0.0,8.27,4,0.069
L008,computer_architecture,Computer Architecture,0.5,4.0,0.268,19.49,4,0.174
L020,operating_systems,Operating Systems,0.6,15.0,0.0,12.05,3,0.0
L020,computer_networks,Computer Networks,0.55,16.0,0.092,13.52,3,0.028
L012,software_engineering,Software Engineering,0.4,17.0,0.004,15.56,1,0.0
L023,neural_networks,Neural Networks,0.6,8.0,0.0,8.79,3,0.12
L016,probability_and_statistics,Probability & Statistics,0.65,6.0,0.0,18.36,2,0.007
L015,algorithm_design,Algorithm Design,0.5,7.0,0.451,15.4,1,0.466
L037,computer_architecture,Computer Architecture,0.5,21.0,0.097,8.91,2,0.0
L035,computer_networks,Computer Networks,0.55,17.0,0.04,11.37,5,0.067
L039,computer_architecture,Computer Architecture,0.5,14.0,0.123,11.11,3,0.105
L028,oop_concepts,OOP Concepts,0.35,13.0,0.182,17.18,4,0.09
L034,data_structures,Data Structures,0.4,14.0,0.129,12.76,5,0.172
L028,oop_concepts,OOP Concepts,0.35,5.0,0.207,9.06,1,0.304
L001,dbms_normalization,DBMS Normalization,0.7,21.0,0.106,14.44,2,0.033
L031,probability_and_statistics,Probability & Statistics,0.65,9.0,0.094,17.21,1,0.002
L011,probability_and_statistics,Probability & Statistics,0.65,13.0,0.0,18.95,4,0.091
L037,probability_and_statistics,Probability & Statistics,0.65,3.0,0.441,15.5,2,0.456
L001,oop_concepts,OOP Concepts,0.35,18.0,0.11,15.02,2,0.151
L018,dbms_normalization,DBMS Normalization,0.7,20.0,0.183,20.56,2,0.0
L031,computer_architecture,Computer Architecture,0.5,12.0,0.083,17.21,4,0.114
L035,data_structures,Data Structures,0.4,13.0,0.204,20.49,4,0.22
L013,computer_networks,Computer Networks,0.55,15.0,0.083,16.16,1,0.025
L027,algorithm_design,Algorithm Design,0.5,10.0,0.0,17.22,5,0.125
L033,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.298,22.87,5,0.24
L025,oop_concepts,OOP Concepts,0.35,4.0,0.642,18.69,1,0.611
L026,discrete_mathematics,Discrete Mathematics,0.55,18.0,0.0,11.82,1,0.0
L015,computer_networks,Computer Networks,0.55,12.0,0.076,16.93,5,0.141
L029,software_engineering,Software Engineering,0.4,2.0,0.552,22.48,1,0.716
L003,computer_networks,Computer Networks,0.55,20.0,0.041,6.96,5,0.0
L006,oop_concepts,OOP Concepts,0.35,8.0,0.373,20.06,5,0.347
L037,computer_architecture,Computer Architecture,0.5,12.0,0.197,11.23,5,0.203
L014,computer_networks,Computer Networks,0.55,14.0,0.181,17.86,2,0.072
L022,probability_and_statistics,Probability & Statistics,0.65,4.0,0.465,12.04,3,0.433
L016,dbms_normalization,DBMS Normalization,0.7,18.0,0.05,17.56,4,0.063
L034,discrete_mathematics,Discrete Mathematics,0.55,20.0,0.0,17.8,4,0.147
L008,oop_concepts,OOP Concepts,0.35,8.0,0.436,10.81,4,0.351
L017,algorithm_design,Algorithm Design,0.5,16.0,0.07,20.65,2,0.087
L023,dbms_normalization,DBMS Normalization,0.7,12.0,0.068,15.41,5,0.0
L016,oop_concepts,OOP Concepts,0.35,12.0,0.053,12.53,3,0.167
L010,algorithm_design,Algorithm Design,0.5,17.0,0.007,21.63,5,0.028
L024,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.919,14.68,3,0.884
L030,neural_networks,Neural Networks,0.6,10.0,0.075,11.66,3,0.08
L010,computer_architecture,Computer Architecture,0.5,11.0,0.235,14.14,1,0.152
L027,algorithm_design,Algorithm Design,0.5,16.0,0.154,11.17,5,0.03
L013,dbms_normalization,DBMS Normalization,0.7,12.0,0.0,25.77,4,0.0
L002,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.157,12.96,3,0.088
L021,algorithm_design,Algorithm Design,0.5,5.0,0.378,12.2,2,0.334
L034,software_engineering,Software Engineering,0.4,3.0,0.612,13.31,2,0.581
L008,algorithm_design,Algorithm Design,0.5,12.0,0.149,16.94,2,0.186
L011,neural_networks,Neural Networks,0.6,21.0,0.109,17.42,1,0.0
L035,computer_networks,Computer Networks,0.55,3.0,0.301,15.86,2,0.43
L038,dbms_normalization,DBMS Normalization,0.7,11.0,0.0,12.07,5,0.0
L037,discrete_mathematics,Discrete Mathematics,0.55,11.0,0.174,15.88,4,0.099
L025,operating_systems,Operating Systems,0.6,0.0,1.0,20.34,1,0.991
L003,discrete_mathematics,Discrete Mathematics,0.55,6.0,0.014,14.85,1,0.054
L009,software_engineering,Software Engineering,0.4,14.0,0.058,14.67,4,0.057
L020,operating_systems,Operating Systems,0.6,2.0,0.338,20.76,4,0.485
L010,neural_networks,Neural Networks,0.6,12.0,0.182,14.92,5,0.0
L019,neural_networks,Neural Networks,0.6,17.0,0.0,13.75,5,0.0
L022,neural_networks,Neural Networks,0.6,7.0,0.084,21.17,5,0.185
L025,operating_systems,Operating Systems,0.6,14.0,0.084,20.24,2,0.0
L001,data_structures,Data Structures,0.4,9.0,0.142,12.83,1,0.277
L031,probability_and_statistics,Probability & Statistics,0.65,2.0,0.439,17.23,5,0.423
L036,computer_architecture,Computer Architecture,0.5,20.0,0.0,18.56,4,0.0
L021,neural_networks,Neural Networks,0.6,18.0,0.13,18.68,3,0.081
L015,probability_and_statistics,Probability & Statistics,0.65,10.0,0.093,26.44,2,0.025
L016,oop_concepts,OOP Concepts,0.35,16.0,0.089,11.46,2,0.102
L024,data_structures,Data Structures,0.4,15.0,0.04,14.17,2,0.064
L017,ml_fundamentals,ML Fundamentals,0.5,6.0,0.38,12.93,5,0.325
L040,computer_networks,Computer Networks,0.55,4.0,0.364,12.73,2,0.434
L034,computer_networks,Computer Networks,0.55,6.0,0.302,15.73,5,0.068
L001,data_structures,Data Structures,0.4,19.0,0.0,12.94,2,0.0
L022,data_structures,Data Structures,0.4,4.0,0.534,17.52,1,0.516
L014,dbms_normalization,DBMS Normalization,0.7,10.0,0.052,12.08,5,0.045
L036,computer_architecture,Computer Architecture,0.5,14.0,0.074,24.98,4,0.196
L017,dbms_normalization,DBMS Normalization,0.7,12.0,0.046,15.77,3,0.013
L018,computer_architecture,Computer Architecture,0.5,14.0,0.11,19.38,4,0.101
L016,algorithm_design,Algorithm Design,0.5,19.0,0.069,12.52,1,0.055
L014,operating_systems,Operating Systems,0.6,5.0,0.351,16.57,5,0.496
L023,data_structures,Data Structures,0.4,2.0,0.605,10.84,4,0.754
L017,probability_and_statistics,Probability & Statistics,0.65,7.0,0.418,10.87,4,0.453
L029,discrete_mathematics,Discrete Mathematics,0.55,17.0,0.0,12.59,3,0.0
L027,data_structures,Data Structures,0.4,18.0,0.0,12.25,2,0.024
L030,oop_concepts,OOP Concepts,0.35,11.0,0.234,18.66,4,0.249
L004,software_engineering,Software Engineering,0.4,10.0,0.132,13.07,5,0.219
L021,data_structures,Data Structures,0.4,14.0,0.146,9.56,5,0.072
L038,algorithm_design,Algorithm Design,0.5,18.0,0.131,9.37,2,0.022
L008,probability_and_statistics,Probability & Statistics,0.65,5.0,0.149,15.98,5,0.272
L028,neural_networks,Neural Networks,0.6,13.0,0.154,6.66,5,0.223
L029,probability_and_statistics,Probability & Statistics,0.65,16.0,0.003,19.55,2,0.072
L009,probability_and_statistics,Probability & Statistics,0.65,20.0,0.065,19.49,5,0.014
L002,oop_concepts,OOP Concepts,0.35,2.0,0.816,17.58,2,0.774
L026,probability_and_statistics,Probability & Statistics,0.65,6.0,0.0,21.59,4,0.0
L022,operating_systems,Operating Systems,0.6,16.0,0.044,14.43,4,0.066
L018,neural_networks,Neural Networks,0.6,19.0,0.0,20.28,4,0.053
L018,dbms_normalization,DBMS Normalization,0.7,7.0,0.0,7.69,4,0.095
L017,operating_systems,Operating Systems,0.6,18.0,0.012,10.52,5,0.029
L016,data_structures,Data Structures,0.4,8.0,0.211,20.04,2,0.367
L037,data_structures,Data Structures,0.4,12.0,0.144,14.28,4,0.196
L018,oop_concepts,OOP Concepts,0.35,6.0,0.524,11.66,4,0.335
L020,operating_systems,Operating Systems,0.6,0.0,0.964,10.31,4,1.0
L034,dbms_normalization,DBMS Normalization,0.7,5.0,0.347,18.76,3,0.213
L013,computer_networks,Computer Networks,0.55,20.0,0.193,10.46,3,0.047
L013,data_structures,Data Structures,0.4,1.0,0.751,22.26,5,0.862
L027,computer_networks,Computer Networks,0.55,1.0,0.685,14.22,4,0.744
L010,probability_and_statistics,Probability & Statistics,0.65,18.0,0.0,19.85,4,0.0
L030,algorithm_design,Algorithm Design,0.5,8.0,0.067,12.87,5,0.169
L006,oop_concepts,OOP Concepts,0.35,5.0,0.49,13.42,1,0.525
L009,dbms_normalization,DBMS Normalization,0.7,15.0,0.046,15.8,4,0.0
L029,probability_and_statistics,Probability & Statistics,0.65,0.0,0.992,16.46,5,0.958
L024,probability_and_statistics,Probability & Statistics,0.65,10.0,0.097,12.34,4,0.146
L040,ml_fundamentals,ML Fundamentals,0.5,20.0,0.142,18.56,2,0.078
L028,dbms_normalization,DBMS Normalization,0.7,5.0,0.0,14.4,1,0.051
L010,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.033,20.01,1,0.141
L023,data_structures,Data Structures,0.4,0.0,1.0,15.43,2,1.0
L003,data_structures,Data Structures,0.4,8.0,0.382,8.12,4,0.384
L012,dbms_normalization,DBMS Normalization,0.7,3.0,0.45,11.16,3,0.343
L020,ml_fundamentals,ML Fundamentals,0.5,18.0,0.092,13.12,1,0.0
L005,computer_architecture,Computer Architecture,0.5,1.0,0.771,19.95,4,0.871
L003,dbms_normalization,DBMS Normalization,0.7,17.0,0.0,21.51,4,0.138
L023,computer_architecture,Computer Architecture,0.5,7.0,0.241,18.12,1,0.153
L002,algorithm_design,Algorithm Design,0.5,16.0,0.002,9.83,2,0.078
L040,data_structures,Data Structures,0.4,3.0,0.745,15.55,5,0.652
L025,data_structures,Data Structures,0.4,10.0,0.151,15.73,4,0.17
L024,operating_systems,Operating Systems,0.6,12.0,0.094,15.43,5,0.025
L030,probability_and_statistics,Probability & Statistics,0.65,18.0,0.0,16.11,3,0.0
L040,operating_systems,Operating Systems,0.6,3.0,0.738,17.75,4,0.571
L035,neural_networks,Neural Networks,0.6,13.0,0.0,16.62,1,0.033
L022,software_engineering,Software Engineering,0.4,6.0,0.381,15.36,4,0.314
L019,dbms_normalization,DBMS Normalization,0.7,7.0,0.299,13.09,3,0.072
L015,operating_systems,Operating Systems,0.6,0.0,1.0,17.79,1,1.0
L029,ml_fundamentals,ML Fundamentals,0.5,20.0,0.0,12.52,3,0.0
L036,algorithm_design,Algorithm Design,0.5,6.0,0.419,15.16,5,0.269
L021,algorithm_design,Algorithm Design,0.5,20.0,0.0,16.52,3,0.0
L033,ml_fundamentals,ML Fundamentals,0.5,4.0,0.416,9.53,1,0.458
L001,oop_concepts,OOP Concepts,0.35,1.0,0.821,10.81,2,0.755
L014,operating_systems,Operating Systems,0.6,6.0,0.402,14.77,3,0.299
L023,software_engineering,Software Engineering,0.4,9.0,0.33,18.82,3,0.279
L019,data_structures,Data Structures,0.4,2.0,0.734,12.21,1,0.728
L006,oop_concepts,OOP Concepts,0.35,2.0,0.579,15.97,3,0.745
L022,oop_concepts,OOP Concepts,0.35,0.0,0.867,14.44,5,0.908
L006,data_structures,Data Structures,0.4,10.0,0.2,14.15,2,0.078
L009,data_structures,Data Structures,0.4,7.0,0.369,17.88,1,0.435
L032,probability_and_statistics,Probability & Statistics,0.65,10.0,0.192,11.29,1,0.06
L032,ml_fundamentals,ML Fundamentals,0.5,21.0,0.0,16.35,3,0.0
L009,discrete_mathematics,Discrete Mathematics,0.55,2.0,0.542,15.12,5,0.703
L020,ml_fundamentals,ML Fundamentals,0.5,1.0,0.761,21.58,2,0.814
L023,discrete_mathematics,Discrete Mathematics,0.55,19.0,0.0,21.75,3,0.022
L008,operating_systems,Operating Systems,0.6,9.0,0.189,12.33,4,0.086
L014,computer_networks,Computer Networks,0.55,11.0,0.143,10.77,1,0.0
L012,computer_networks,Computer Networks,0.55,20.0,0.0,18.37,3,0.072
L008,computer_networks,Computer Networks,0.55,19.0,0.003,19.59,3,0.0
L014,probability_and_statistics,Probability & Statistics,0.65,8.0,0.077,18.12,3,0.155
L001,operating_systems,Operating Systems,0.6,15.0,0.066,16.21,3,0.125
L012,computer_architecture,Computer Architecture,0.5,3.0,0.654,17.06,5,0.65
L023,neural_networks,Neural Networks,0.6,20.0,0.0,18.19,5,0.01
L016,neural_networks,Neural Networks,0.6,14.0,0.153,12.92,1,0.101
L030,operating_systems,Operating Systems,0.6,10.0,0.136,18.72,4,0.078
L020,discrete_mathematics,Discrete Mathematics,0.55,17.0,0.026,14.25,5,0.023
L029,operating_systems,Operating Systems,0.6,21.0,0.0,14.47,1,0.027
L025,dbms_normalization,DBMS Normalization,0.7,1.0,0.648,19.26,4,0.553
L020,computer_networks,Computer Networks,0.55,2.0,0.666,16.01,3,0.577
L035,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.138,12.08,5,0.03
L018,dbms_normalization,DBMS Normalization,0.7,3.0,0.528,12.12,3,0.512
L024,probability_and_statistics,Probability & Statistics,0.65,16.0,0.0,17.84,1,0.016
L006,computer_networks,Computer Networks,0.55,15.0,0.0,14.28,4,0.0
L033,algorithm_design,Algorithm Design,0.5,0.0,0.978,17.5,1,0.952
L008,discrete_mathematics,Discrete Mathematics,0.55,1.0,0.757,22.81,4,0.807
L016,ml_fundamentals,ML Fundamentals,0.5,2.0,0.628,8.8,4,0.615
L032,computer_architecture,Computer Architecture,0.5,11.0,0.114,17.34,3,0.021
L028,oop_concepts,OOP Concepts,0.35,9.0,0.188,15.7,5,0.086
L014,neural_networks,Neural Networks,0.6,19.0,0.134,18.44,3,0.025
L025,oop_concepts,OOP Concepts,0.35,21.0,0.0,5.32,1,0.017
L023,software_engineering,Software Engineering,0.4,16.0,0.108,14.86,4,0.039
L039,algorithm_design,Algorithm Design,0.5,13.0,0.0,19.26,4,0.215
L018,software_engineering,Software Engineering,0.4,10.0,0.276,21.91,2,0.132
L010,computer_architecture,Computer Architecture,0.5,19.0,0.058,9.88,4,0.0
L033,software_engineering,Software Engineering,0.4,13.0,0.104,22.33,5,0.104
L040,oop_concepts,OOP Concepts,0.35,20.0,0.156,12.41,1,0.051
L040,data_structures,Data Structures,0.4,0.0,1.0,22.16,1,1.0
L029,probability_and_statistics,Probability & Statistics,0.65,5.0,0.329,14.99,2,0.272
L018,dbms_normalization,DBMS Normalization,0.7,14.0,0.165,18.17,3,0.068
L010,discrete_mathematics,Discrete Mathematics,0.55,14.0,0.08,9.12,3,0.16
L002,software_engineering,Software Engineering,0.4,11.0,0.066,5.85,5,0.14
L025,algorithm_design,Algorithm Design,0.5,19.0,0.118,18.9,1,0.057
L001,oop_concepts,OOP Concepts,0.35,4.0,0.563,14.46,2,0.521
L036,oop_concepts,OOP Concepts,0.35,13.0,0.118,19.86,2,0.171
L007,data_structures,Data Structures,0.4,13.0,0.209,13.43,4,0.135
L036,software_engineering,Software Engineering,0.4,2.0,0.76,13.68,3,0.751
L003,ml_fundamentals,ML Fundamentals,0.5,10.0,0.254,12.5,1,0.186
L010,oop_concepts,OOP Concepts,0.35,5.0,0.544,14.15,1,0.455
L031,data_structures,Data Structures,0.4,5.0,0.537,10.72,2,0.43
L016,ml_fundamentals,ML Fundamentals,0.5,0.0,0.985,21.24,5,1.0
L015,operating_systems,Operating Systems,0.6,6.0,0.242,19.35,5,0.312
L006,discrete_mathematics,Discrete Mathematics,0.55,7.0,0.259,14.68,3,0.213
L006,dbms_normalization,DBMS Normalization,0.7,16.0,0.084,13.16,5,0.002
L013,data_structures,Data Structures,0.4,1.0,0.851,18.11,2,0.86
L029,data_structures,Data Structures,0.4,14.0,0.133,17.27,1,0.061
L010,computer_networks,Computer Networks,0.55,9.0,0.137,18.17,5,0.256
L022,dbms_normalization,DBMS Normalization,0.7,19.0,0.002,17.65,1,0.0
L009,dbms_normalization,DBMS Normalization,0.7,10.0,0.0,18.43,5,0.085
L014,dbms_normalization,DBMS Normalization,0.7,21.0,0.164,17.44,2,0.0
L030,ml_fundamentals,ML Fundamentals,0.5,20.0,0.115,14.8,4,0.097
L012,ml_fundamentals,ML Fundamentals,0.5,1.0,0.757,13.29,4,0.714
L004,dbms_normalization,DBMS Normalization,0.7,13.0,0.161,10.64,2,0.048
L028,data_structures,Data Structures,0.4,13.0,0.036,17.55,1,0.072
L012,ml_fundamentals,ML Fundamentals,0.5,10.0,0.167,7.59,1,0.158
L022,data_structures,Data Structures,0.4,14.0,0.063,15.71,2,0.069
L029,discrete_mathematics,Discrete Mathematics,0.55,21.0,0.0,15.49,5,0.07
L016,neural_networks,Neural Networks,0.6,17.0,0.02,12.99,5,0.022
L028,discrete_mathematics,Discrete Mathematics,0.55,15.0,0.0,16.25,5,0.0
L023,neural_networks,Neural Networks,0.6,11.0,0.0,14.5,5,0.13
L037,dbms_normalization,DBMS Normalization,0.7,4.0,0.443,21.92,2,0.465
L026,dbms_normalization,DBMS Normalization,0.7,0.0,1.0,15.27,5,0.955
L009,ml_fundamentals,ML Fundamentals,0.5,16.0,0.066,13.28,2,0.033
L031,oop_concepts,OOP Concepts,0.35,13.0,0.147,7.16,3,0.16
L001,computer_architecture,Computer Architecture,0.5,3.0,0.748,9.56,5,0.537
L033,data_structures,Data Structures,0.4,18.0,0.076,11.87,3,0.038
L027,computer_architecture,Computer Architecture,0.5,8.0,0.152,10.15,4,0.249
L020,neural_networks,Neural Networks,0.6,17.0,0.0,7.84,4,0.094
L012,computer_architecture,Computer Architecture,0.5,7.0,0.088,10.75,3,0.183
L038,computer_networks,Computer Networks,0.55,0.0,0.981,17.39,2,0.991
L005,algorithm_design,Algorithm Design,0.5,11.0,0.156,16.88,4,0.095
L006,data_structures,Data Structures,0.4,1.0,0.856,17.48,2,0.843
L019,probability_and_statistics,Probability & Statistics,0.65,13.0,0.099,19.64,5,0.021
L036,algorithm_design,Algorithm Design,0.5,15.0,0.078,16.13,3,0.021
L006,neural_networks,Neural Networks,0.6,13.0,0.137,15.88,4,0.149
L022,neural_networks,Neural Networks,0.6,6.0,0.092,9.25,2,0.067
L025,oop_concepts,OOP Concepts,0.35,17.0,0.25,7.43,3,0.142
L029,neural_networks,Neural Networks,0.6,16.0,0.073,14.89,4,0.001
L021,probability_and_statistics,Probability & Statistics,0.65,8.0,0.0,17.49,4,0.064
L022,oop_concepts,OOP Concepts,0.35,20.0,0.148,13.84,2,0.1
L016,software_engineering,Software Engineering,0.4,14.0,0.032,12.64,4,0.161
L036,neural_networks,Neural Networks,0.6,4.0,0.508,11.97,5,0.467
L007,probability_and_statistics,Probability & Statistics,0.65,3.0,0.576,12.12,2,0.559
L024,computer_architecture,Computer Architecture,0.5,4.0,0.38,22.12,1,0.396
L015,neural_networks,Neural Networks,0.6,10.0,0.046,9.69,4,0.0
L004,discrete_mathematics,Discrete Mathematics,0.55,9.0,0.135,14.02,2,0.184
L029,algorithm_design,Algorithm Design,0.5,20.0,0.052,11.67,4,0.034
L022,dbms_normalization,DBMS Normalization,0.7,16.0,0.0,14.09,5,0.066
L004,software_engineering,Software Engineering,0.4,11.0,0.132,20.64,3,0.204
L033,discrete_mathematics,Discrete Mathematics,0.55,12.0,0.046,13.98,2,0.109
